text,category,clean_text
How much will it be in order to pay with a bank transfer using SEPA?,top_up_by_bank_transfer_charge,order pay bank transfer sepa
Will there be a fee if I receive a SEPA transfer,top_up_by_bank_transfer_charge,fee receive sepa transfer
Am I charged if I make a top-up?,top_up_by_bank_transfer_charge,charge topup
do you have a fee for receiving a SEPA transfer?,top_up_by_bank_transfer_charge,fee receive sepa transfer
What does a transfer cost?,top_up_by_bank_transfer_charge,transfer cost
Am I able to do a SWIFT transfer with you?,top_up_by_bank_transfer_charge,able swift transfer
Is a SWIFT transfer acceptable?,top_up_by_bank_transfer_charge,swift transfer acceptable
Will I be charged for adding money by transfer?,top_up_by_bank_transfer_charge,charge add money transfer
How much will it cost me for a SEPA transfer?,top_up_by_bank_transfer_charge,cost sepa transfer
How much would it cost me if I transfer?,top_up_by_bank_transfer_charge,cost transfer
What should I expect to be charged on a SEPA transfer?,top_up_by_bank_transfer_charge,expect charge sepa transfer
What is the cost of a transfer?,top_up_by_bank_transfer_charge,cost transfer
"I want to top up my account by a bank transfer, but will I be charged?",top_up_by_bank_transfer_charge,want account bank transfer charge
Am I able to do a SWIFT transfer?,top_up_by_bank_transfer_charge,able swift transfer
Are you aware of any charges for receiving money?,top_up_by_bank_transfer_charge,aware charge receive money
Are SWIFT transfers supported?,top_up_by_bank_transfer_charge,swift transfer support
Is there a charge for receiving money?,top_up_by_bank_transfer_charge,charge receive money
Can I transfer using SWIFT?,top_up_by_bank_transfer_charge,transfer swift
Am I going to be charged for receiving  money?,top_up_by_bank_transfer_charge,go charge receive money
What are the additional charges for a SWIFT transfer?,top_up_by_bank_transfer_charge,additional charge swift transfer
Does it cost me anything to top up my account via bank transfer?,top_up_by_bank_transfer_charge,cost account bank transfer
How much does it cost to make transfers?,top_up_by_bank_transfer_charge,cost transfer
How much would it cost me for a bank transfer to top up my account?,top_up_by_bank_transfer_charge,cost bank transfer account
Do you take SWIFT transfers?,top_up_by_bank_transfer_charge,swift transfer
Is there a fee for topping off by transfer?,top_up_by_bank_transfer_charge,fee top transfer
Will I be charged for receiving the money?,top_up_by_bank_transfer_charge,charge receive money
"For SEPA transfers, what kind of charge will be applied?",top_up_by_bank_transfer_charge,sepa transfer kind charge apply
Are there topping up fees if I have to transfer?,top_up_by_bank_transfer_charge,top fee transfer
Am I going to be charged for topping up by transfer?,top_up_by_bank_transfer_charge,go charge top transfer
What is the handling fee for transfer?,top_up_by_bank_transfer_charge,handling fee transfer
Does it cost me to add cash?,top_up_by_bank_transfer_charge,cost add cash
Do I get charged if I am receiving money?,top_up_by_bank_transfer_charge,charge receive money
Are you going to charge me to collect the money?,top_up_by_bank_transfer_charge,go charge collect money
Can I Transfer from SWIFT?,top_up_by_bank_transfer_charge,transfer swift
what is the fee for a transfer into my account,top_up_by_bank_transfer_charge,fee transfer account
Do I pay a fee for SEPA transfers?,top_up_by_bank_transfer_charge,pay fee sepa transfer
Is there a cost to receive money?,top_up_by_bank_transfer_charge,cost receive money
"I'd like to make a SEPA transfer to my account, but will I be charged?",top_up_by_bank_transfer_charge,d like sepa transfer account charge
Can third party fees affect a transfer?,top_up_by_bank_transfer_charge,party fee affect transfer
Do you charge for transfers?,top_up_by_bank_transfer_charge,charge transfer
Will I be charged for topping up my account using a bank transfer?,top_up_by_bank_transfer_charge,charge top account bank transfer
How much would I be charged for a transfer?,top_up_by_bank_transfer_charge,charge transfer
Is there a top up fee?,top_up_by_bank_transfer_charge,fee
are SWIFT transfers an option?,top_up_by_bank_transfer_charge,swift transfer option
How much does it cost to do a transfer?,top_up_by_bank_transfer_charge,cost transfer
"If I top up by transfer, am I going to be charged?",top_up_by_bank_transfer_charge,transfer go charge
What are the charges for recieving SEPA transfers?,top_up_by_bank_transfer_charge,charge recieve sepa transfer
Are there any fees associated with receiving money?,top_up_by_bank_transfer_charge,fee associate receive money
How much does each transfer cost?,top_up_by_bank_transfer_charge,transfer cost
Is there any fees associated with receiving money with this account?,top_up_by_bank_transfer_charge,fee associate receive money account
Will I be charged to top off my account?,top_up_by_bank_transfer_charge,charge account
What kind of fee is there to top-up my account?,top_up_by_bank_transfer_charge,kind fee topup account
Do you process SWIFT transfers?,top_up_by_bank_transfer_charge,process swift transfer
I want to do a swift transfer,top_up_by_bank_transfer_charge,want swift transfer
How long does a top-up take to go through?,pending_top_up,long topup
I am under the impression that my top up is still pending,pending_top_up,impression pende
How long will it take for my money to be deposited?,pending_top_up,long money deposit
i put money on my card and i dont see it on the balance,pending_top_up,money card not balance
I have a top-up that's still pending and wanted to know about it.,pending_top_up,topup s pende want know
"It is still pending, I am still waiting. Your system just shows my top-up as pending. What is happening?",pending_top_up,pende wait system show topup pende happen
Why is my top up not completing?,pending_top_up,complete
What if my top up doesn't go through?,pending_top_up,not
"Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money",pending_top_up,sort pende hour asap need money
Says that my top-up is incomplete?,pending_top_up,say topup incomplete
It appears my top-up is still pending.,pending_top_up,appear topup pende
My top up did not go through yet.,pending_top_up,
Seems like my top-up has not gone through,pending_top_up,like topup go
How long will my top-up stay pending?,pending_top_up,long topup stay pende
I think my top up is still pending?,pending_top_up,think pende
"Something is wrong with the top up! I'm a regular customer and use your service all the time, usually this works but now it just shows up as pending",pending_top_up,wrong m regular customer use service time usually work show pende
